"","count","artist","album","song","genre","year","popularity","acousticness","danceability","energy","instrumentalness","liveness","speechiness","tempo","valence","key","mode","duration"
"3652",3652,"Zeds Dead","Alive","Alive","pop",2021,65,0.0087,0.618,0.758,0.102,0.147,0.0336,120.987,0.144,8,1,197389
"3653",3653,"RÜFÜS DU SOL","Alive","Alive","pop",2021,67,0.0121,0.547,0.822,0.164,0.164,0.0318,121.999,0.109,3,0,334755
"3654",3654,"Tommee Profitt","In The End","In The End - Mellen Gi Remix","pop",2019,75,0.477,0.618,0.611,0.0333,0.162,0.11,88.07,0.224,7,0,218189
"3655",3655,"Bazzi","Paradise","Paradise","pop",2019,5,0.0828,0.844,0.644,0,0.113,0.0479,122.061,0.591,11,0,169038
"3656",3656,"Tep No","Breathe, Be Happy (CLVB 98 Remix)","Breathe, Be Happy - CLVB 98 Remix","pop",2021,40,0.122,0.685,0.766,0.643,0.409,0.0355,107.995,0.23,0,0,149114
"3657",3657,"Klangkarussell","Home / Air","Home - Extended","pop",2021,34,0.236,0.889,0.491,0.0466,0.11,0.104,113.025,0.374,9,1,325223
"3658",3658,"Visions of Division","On Top of the World","On Top of the World","pop",2021,7,0.0131,0.672,0.699,0.046,0.109,0.0378,123.987,0.401,0,1,204243
"3659",3659,"Alok","Kids on Whizz","Kids on Whizz","pop",2021,55,0.038,0.713,0.794,1.02e-05,0.117,0.177,116.033,0.304,7,1,171724
"3660",3660,"PaulWetz","Bruises","People - Radio Edit","pop",2021,19,0.777,0.712,0.401,0.0706,0.296,0.0686,99.976,0.12,2,0,187197
"3661",3661,"VHS Collection","The Dark","The Dark","pop",2021,45,0.0139,0.56,0.891,9.65e-06,0.568,0.0783,131.994,0.567,7,1,235653
"3662",3662,"ZHU","DREAMLAND 2021","Zhudio54","pop",2021,49,0.00347,0.907,0.455,0.0642,0.351,0.0759,121.963,0.146,9,1,228586
"3663",3663,"Labrinth","Euphoria (Original Score from the HBO Series)","Still Don't Know My Name","pop",2019,80,0.471,0.316,0.63,0.262,0.205,0.117,89.643,0.313,5,1,153294
"3664",3664,"Emmit Fenn","Edge Of The Dark (LANNÉ Remix)","Edge Of The Dark - LANNÉ Remix","pop",2021,32,0.233,0.678,0.703,0.0376,0.084,0.178,180.032,0.394,1,1,182104
"3665",3665,"Monolink","The Prey (Gui Boratto & Vintage Culture Remix)","The Prey - Gui Boratto & Vintage Culture Remix","pop",2021,47,0.0148,0.803,0.561,0.183,0.116,0.0464,122.003,0.323,6,0,400113
"3666",3666,"Haux","Salt (EMBRZ Remix)","Salt - EMBRZ Remix","pop",2021,43,0.493,0.431,0.501,0.741,0.105,0.166,122.015,0.184,8,0,210000
"3667",3667,"Visions of Division","All Comes Down","All Comes Down","pop",2021,8,0.0202,0.587,0.514,0.166,0.109,0.0433,90.029,0.527,1,1,224304
"3668",3668,"Tom Zeta","Heist","Heist","pop",2021,13,0.0102,0.764,0.666,0.707,0.101,0.0501,124.007,0.347,0,1,227500
"3669",3669,"Claremont","High","High","pop",2017,25,0.212,0.871,0.508,0.0919,0.0804,0.046,122.999,0.459,11,0,184871
"3670",3670,"R. Missing","Crimeless","Crimeless","pop",2021,35,0.0218,0.544,0.72,0.74,0.0879,0.0316,119.994,0.702,2,1,225200
"3671",3671,"Arrested Youth","Leave My Casket Open...","Leave My Casket Open...","pop",2021,48,0.0851,0.571,0.652,0.0234,0.0674,0.0477,85.004,0.237,2,1,164332
"3672",3672,"Dylan Emmet","Lose This","Lose This","pop",2020,23,0.355,0.672,0.43,0.00139,0.126,0.0339,137.985,0.199,6,1,158261
"3673",3673,"Howling","Lover / Dew","Lover","pop",2020,29,0.018,0.711,0.666,0.862,0.109,0.0451,122.007,0.0897,4,0,409154
"3674",3674,"Claremont","Control Over Me","Control Over Me","pop",2020,13,0.083,0.71,0.636,0.229,0.0899,0.0396,124.989,0.199,2,0,209944
"3675",3675,"DJ Goja","Cause I`m Crazy","Cause I`m Crazy","pop",2019,59,0.0778,0.752,0.401,0.000117,0.208,0.0512,110.016,0.465,3,0,182727
"3676",3676,"Matt Simons","Catch & Release (Deepend Remix)","Catch & Release - Deepend Remix","pop",2015,51,0.488,0.834,0.55,0.000476,0.109,0.0451,105.008,0.142,1,0,195573
"3677",3677,"Love Harder","The Love Songs","The Love Songs","pop",2021,42,0.141,0.718,0.581,0,0.0845,0.0806,122.027,0.637,5,0,132859
"3678",3678,"BTRN","Neon Lights","Neon Lights","pop",2021,18,0.0292,0.626,0.82,0.000202,0.191,0.0547,81.014,0.598,0,1,189333
"3679",3679,"Lost Frequencies","Alive And Feeling Fine","Beat Of My Heart","pop",2019,62,0.127,0.706,0.524,0.00129,0.109,0.026,111.991,0.296,6,1,183183
"3680",3680,"Luca","Twilight","Twilight","pop",2020,61,0.905,0.527,0.447,0.39,0.117,0.0685,95.771,0.147,6,1,202656
"3681",3681,"Milk & Bone","Peaches","Peaches","pop",2019,45,0.58,0.776,0.614,0.0154,0.1,0.0325,111.981,0.475,4,1,210050
"3682",3682,"CamelPhat","Dark Matter","Dance with My Ghost (feat. Elderbrook)","pop",2020,54,0.00221,0.701,0.802,0.396,0.0887,0.0407,123.008,0.154,10,0,246944
"3683",3683,"Besomorph","What I've Done","What I've Done","pop",2020,56,0.0562,0.661,0.732,0,0.211,0.0591,126.004,0.31,7,1,141905
"3684",3684,"Visions of Division","Beth / Rest","Beth / Rest","pop",2021,6,0.0242,0.662,0.852,0.00242,0.0946,0.054,127.944,0.165,0,1,180092
"3685",3685,"BERWYN","TRAP PHONE","TRAP PHONE","pop",2020,38,0.433,0.567,0.434,0.00106,0.127,0.162,73.87,0.507,11,1,250114
"3686",3686,"Zubi","next chapter","juju","pop",2020,55,0.571,0.675,0.301,0.557,0.133,0.0892,96.991,0.262,8,1,162680
"3687",3687,"Woodkid","Goliath","Goliath","pop",2020,41,0.426,0.483,0.59,0.124,0.13,0.0734,118.016,0.149,8,1,228490
"3688",3688,"VIZE","Space Melody (Edward Artemyev) (feat. Leony)","Space Melody (Edward Artemyev) (feat. Leony)","pop",2020,71,0.227,0.898,0.759,0.00102,0.104,0.114,127.966,0.24,7,1,180152
"3689",3689,"Call Me Karizma","F U Till I F U","F U Till I F U","pop",2016,61,0.24,0.581,0.601,0.000143,0.114,0.0487,80.012,0.132,10,0,234162
"3690",3690,"Ilkay Sencan","Rockstar","Rockstar","pop",2019,70,0.142,0.771,0.826,0.03,0.145,0.0604,100.012,0.185,11,1,212280
"3691",3691,"Klangkarussell","Shipwreck","Shipwreck","pop",2020,0,0.0108,0.651,0.698,0.449,0.126,0.0353,119.989,0.0364,2,1,243057
"3692",3692,"CamelPhat","Dark Matter","Reaction (feat. Maverick Sabre)","pop",2020,39,0.00429,0.599,0.812,0.175,0.258,0.0491,123.264,0.136,2,0,288374
"3693",3693,"Aaron Taos","Birthday Boy","Loneliness","pop",2019,45,0.242,0.616,0.488,0.000287,0.0944,0.0252,90.067,0.0941,4,1,244000
"3694",3694,"Zubi","sugar (Ablaikan remix)","sugar (Ablaikan remix)","pop",2020,53,0.104,0.83,0.703,0.629,0.141,0.0435,109.998,0.539,10,0,252131
"3695",3695,"PALASTIC","Caught in a Dream","Caught in a Dream","pop",2020,60,0.782,0.701,0.592,0.0686,0.0832,0.147,120.007,0.455,9,1,165500
"3696",3696,"Howling","Remix Tales","Stole the Night - Oliver Koletzki Remix","pop",2019,42,0.017,0.817,0.557,0.804,0.065,0.0481,125.009,0.474,9,0,439808
"3697",3697,"Sultan + Shepard","Assassin","Assassin","pop",2021,54,0.0587,0.637,0.687,0.704,0.0917,0.041,119.995,0.0878,11,1,326000
"3698",3698,"Thor Rixon","After the Rain (Thor Rixon Remix)","After the Rain - Thor Rixon Remix","pop",2021,33,0.159,0.798,0.523,0.0131,0.0985,0.202,114.996,0.644,2,1,238035
"3699",3699,"ZAYN","Icarus Falls","Dusk Till Dawn (feat. Sia) - Radio Edit","pop",2018,76,0.102,0.259,0.437,1.32e-06,0.106,0.0386,180.042,0.0951,11,0,239000
"3700",3700,"Emmit Fenn","Until We Leave the Ground","Until We Leave the Ground","pop",2021,40,0.838,0.53,0.338,0.525,0.111,0.0426,120.03,0.108,8,1,180706
"3701",3701,"Visions of Division","Need Solace","Need Solace","pop",2021,3,0.0536,0.695,0.889,1.38e-06,0.11,0.031,128.004,0.667,0,1,199586
"3702",3702,"Rinzen","Some Good Here","Some Good Here","pop",2021,42,0.000506,0.787,0.534,0.842,0.13,0.0349,123.01,0.319,9,0,346149
"3703",3703,"Emmit Fenn","Edge Of The Dark","Edge Of The Dark","pop",2021,40,0.424,0.513,0.431,0.193,0.108,0.0624,179.856,0.221,6,1,260339
"3704",3704,"Two Feet","Fire","Fire","pop",2021,56,0.000162,0.523,0.715,0.0843,0.0805,0.0358,190.095,0.663,11,1,213933
"3705",3705,"Forester","A Range of Light","All My Days","pop",2020,57,0.169,0.575,0.767,0.0011,0.104,0.0554,124,0.137,11,1,224637
"3706",3706,"Everyone You Know","She Don't Dance","She Don't Dance","pop",2019,58,0.0213,0.716,0.875,2.57e-06,0.535,0.0594,109.991,0.099,11,0,226611
"3707",3707,"ZHU","I Admit It (feat. 24kGoldn)","I Admit It (feat. 24kGoldn)","pop",2020,61,0.0204,0.746,0.576,0.0811,0.0959,0.0345,123.036,0.0769,11,0,173951
"3708",3708,"CloZee","Neon Jungle","Us (feat. The Kite String Tangle)","pop",2020,48,0.203,0.545,0.568,0,0.144,0.0365,86.983,0.143,4,0,234353
"3709",3709,"anatu","invitations","invitations","pop",2020,0,0.334,0.701,0.549,0.00049,0.112,0.0509,163.967,0.356,10,0,156585
"3710",3710,"Lastlings","Take My Hand","Take My Hand","pop",2020,28,0.00645,0.681,0.755,0.0104,0.0837,0.0402,124.017,0.287,9,0,240000
"3711",3711,"Stella Santana","On My Mind (EMBERS Remix)","On My Mind - EMBERS Remix","pop",2020,0,0.377,0.781,0.627,0.387,0.139,0.0402,124.016,0.62,11,0,181935
"3712",3712,"Wish I Was","All Of The Reasons","All Of The Reasons","pop",2019,15,0.266,0.663,0.579,3.03e-06,0.182,0.0255,104.976,0.209,2,1,194429
"3713",3713,"Coopex","Dark Blue Paradise (OHILO Remix)","Dark Blue Paradise (OHILO Remix)","pop",2020,47,0.422,0.651,0.665,0.407,0.115,0.0885,77.503,0.368,6,0,183952
"3714",3714,"ROLE MODEL","going out","going out","pop",2020,0,0.162,0.754,0.633,0.000578,0.141,0.0709,80.016,0.596,5,1,174493
"3715",3715,"Haux","Run Run","Run Run","pop",2020,27,0.154,0.306,0.481,0.0291,0.247,0.0689,87.73,0.118,1,1,196400
"3716",3716,"Nora En Pure","In Your Eyes","In Your Eyes","pop",2020,58,0.134,0.615,0.693,0.0843,0.345,0.0414,108.993,0.212,7,1,196651
"3717",3717,"Peer Kusiv","On My Mind","On My Mind","pop",2019,47,0.0534,0.627,0.722,0.0648,0.102,0.0282,113.994,0.242,10,0,326715
"3718",3718,"Lastlings","No Time (RÜFÜS DU SOL Remix)","No Time - RÜFÜS DU SOL Remix","pop",2020,48,0.000454,0.594,0.903,0.446,0.0573,0.0332,121.993,0.039,6,0,398969
"3719",3719,"Cella","Cigarette","Cigarette","pop",2020,34,0.0249,0.709,0.404,0.762,0.0778,0.0397,115.999,0.158,7,0,291271
"3720",3720,"Tim Schaufert","Over This","Over This","pop",2020,52,0.825,0.498,0.375,0.349,0.115,0.0487,89.987,0.153,0,0,233333
"3721",3721,"SWIM","Close","Close","pop",2020,10,0.943,0.429,0.202,0.724,0.121,0.0327,100.3,0.113,8,1,156692
"3722",3722,"Autograf","Walk With You","Walk With You","pop",2020,25,0.352,0.787,0.612,0.00791,0.117,0.0865,114.032,0.255,2,1,170240
"3723",3723,"Elderbrook","Why Do We Shake In The Cold?","Set Fire To My Gun","pop",2020,44,0.143,0.659,0.684,0.62,0.0794,0.0516,120.029,0.347,5,1,239347
"3724",3724,"Stillō","Natives","Natives","pop",2020,14,0.307,0.377,0.405,0.026,0.0874,0.0316,132.915,0.0639,6,0,245255
"3725",3725,"MAX RAD","Save Me From Myself, Pt. 2","Unhingeable Man","pop",2020,12,0.347,0.733,0.609,0.0959,0.124,0.0937,90.014,0.171,9,0,228183
"3726",3726,"CamelPhat","For a Feeling (feat. RHODES)","For a Feeling (feat. RHODES)","pop",2020,57,0.000766,0.64,0.903,0.632,0.0636,0.0358,122.016,0.0357,0,1,296324
"3727",3727,"Rosenfeld","I Want To","I Want To","pop",2020,58,0.031,0.471,0.577,4.05e-06,0.154,0.0359,169.334,0.445,5,1,152114
"3728",3728,"Lost Frequencies","Cup of Beats","Love to Go","pop",2020,42,0.605,0.755,0.783,0.0066,0.203,0.175,104.021,0.419,11,1,169354
"3729",3729,"gabriel black","dead yet (with phem)","dead yet (with phem)","pop",2019,45,0.071,0.54,0.56,0,0.0866,0.0354,146.962,0.491,10,1,161867
"3730",3730,"Kidnap","Grow (The Remixes)","Moments - Ben Böhmer & Nils Hoffmann Remix","pop",2020,60,0.453,0.702,0.524,0.89,0.111,0.0393,121.001,0.283,7,0,250207
"3731",3731,"CamelPhat","Breathe","Breathe","pop",2018,64,0.00646,0.595,0.877,0.0879,0.398,0.0442,125.015,0.081,9,0,194233
"3732",3732,"Tiësto","The Business","The Business","pop",2020,88,0.414,0.798,0.62,0.0192,0.112,0.232,120.031,0.235,8,0,164000
"3733",3733,"LÉON","You And I (Remixes)","You And I - SAINT WKND Remix","pop",2019,54,0.0968,0.607,0.793,0.000559,0.0852,0.0322,119.956,0.348,1,0,239000
"3734",3734,"Kasbo","Staying in Love / Skogsrå","Show You","pop",2020,17,0.518,0.279,0.631,0.0534,0.165,0.0743,99.936,0.104,3,1,263631
"3735",3735,"Call Me Karizma","Emo: Everybody Moves On","Sleep","pop",2017,34,0.585,0.7,0.462,0.00236,0.106,0.0288,100.027,0.205,11,1,199200
"3736",3736,"Bob Moses","Desire","Love We Found","pop",2020,42,0.00679,0.755,0.591,0.433,0.11,0.0486,117.28,0.171,11,0,352240
"3737",3737,"Visions of Division","Signals on the Radio","Signals on the Radio","pop",2020,4,0.0146,0.563,0.778,0,0.18,0.0682,119.979,0.35,5,1,244687
"3738",3738,"Tove Lo","sadder badder cooler (The Presets Remix)","sadder badder cooler - The Presets Sunshine Remix","pop",2020,24,0.205,0.721,0.652,0.208,0.0958,0.0375,147.996,0.635,1,1,224065
"3739",3739,"Cyn","Drinks","Drinks","pop",2020,52,0.0591,0.818,0.803,8.75e-05,0.093,0.129,141.916,0.34,0,1,150227
"3740",3740,"The Chainsmokers","Don't Let Me Down","Don't Let Me Down","pop",2016,80,0.157,0.532,0.869,0.00508,0.136,0.172,159.803,0.422,11,1,208373
"3741",3741,"The Chainsmokers","Closer","Closer","pop",2016,85,0.414,0.748,0.524,0,0.111,0.0338,95.01,0.661,8,1,244960
"3742",3742,"OneRepublic","Native","If I Lose Myself - Alesso vs OneRepublic","pop",2014,69,0.258,0.519,0.754,3.75e-06,0.139,0.0402,125.975,0.16,2,1,215187
"3743",3743,"Alan Walker","Faded","Faded","pop",2015,73,0.0291,0.589,0.651,3.2e-06,0.111,0.0306,90.011,0.166,6,1,212627
"3744",3744,"Major Lazer","Peace Is The Mission (Extended)","Light It Up (feat. Nyla & Fuse ODG) [Remix]","pop",2015,0,0.0375,0.747,0.877,0.000833,0.233,0.0664,107.991,0.752,9,0,166138
"3745",3745,"Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)","Rockabye (feat. Sean Paul & Anne-Marie)","pop",2016,76,0.406,0.72,0.763,0,0.18,0.0523,101.965,0.742,9,0,251088
"3746",3746,"Drake","Views","One Dance","pop",2016,1,0.00784,0.791,0.619,0.00423,0.351,0.0532,103.989,0.371,1,1,173987
"3747",3747,"Selena Gomez","Revival (Deluxe)","Kill Em With Kindness","pop",2015,60,0.00795,0.757,0.884,5.87e-05,0.0973,0.0404,120.012,0.398,10,0,217907
"3748",3748,"Gryffin","Feel Good","Feel Good","pop",2017,0,0.217,0.62,0.713,3.3e-06,0.222,0.0342,137.957,0.451,2,1,248156
"3749",3749,"Katy Perry","Chained To The Rhythm","Chained To The Rhythm","pop",2017,0,0.073,0.451,0.809,0,0.201,0.141,189.888,0.481,0,1,237915
"3750",3750,"Ariana Grande","Dangerous Woman","Side To Side","pop",2016,21,0.0528,0.65,0.736,0,0.235,0.229,159.173,0.613,6,0,226160
"3751",3751,"Hailee Steinfeld","Starving","Starving","pop",2016,77,0.378,0.728,0.616,0,0.105,0.0645,99.962,0.508,4,1,181880
"3752",3752,"Fifth Harmony","7/27 (Deluxe)","Work from Home (feat. Ty Dolla $ign)","pop",2016,78,0.103,0.803,0.585,3.94e-06,0.0644,0.0432,105.017,0.593,8,1,214480
"3753",3753,"The Chainsmokers","Something Just Like This","Something Just Like This","pop",2017,74,0.0306,0.607,0.649,2.46e-05,0.174,0.0362,102.996,0.505,11,0,247627
"3754",3754,"Clean Bandit","New Eyes","Rather Be (feat. Jess Glynne)","pop",2014,70,0.162,0.799,0.586,2.03e-06,0.193,0.0377,120.97,0.549,11,1,227833
"3755",3755,"Tiësto","Red Lights","Red Lights","pop",2013,0,0.000739,0.653,0.829,1.5e-06,0.225,0.0377,124.989,0.545,10,1,263890
"3756",3756,"Katy Perry","Chained To The Rhythm","Chained To The Rhythm","pop",2017,0,0.089,0.446,0.793,0,0.211,0.156,189.891,0.47,0,1,237915
"3757",3757,"ZAYN","I Don’t Wanna Live Forever (Fifty Shades Darker)","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","pop",2016,1,0.0631,0.735,0.451,1.3e-05,0.325,0.0585,117.973,0.0862,0,1,245200
"3758",3758,"The Weeknd","The Hills","The Hills","pop",2015,0,0.0843,0.587,0.566,0,0.145,0.0528,113.025,0.155,0,0,242519
"3759",3759,"Sean Paul","No Lie","No Lie","pop",2016,0,0.0437,0.741,0.891,0,0.256,0.119,102.002,0.449,7,1,221176
"3760",3760,"Kungs","Layers","This Girl (Kungs Vs. Cookin' On 3 Burners)","pop",2016,1,0.08,0.793,0.729,3.1e-05,0.317,0.0394,121.972,0.488,0,0,195547
"3761",3761,"Maroon 5","Don't Wanna Know","Don't Wanna Know","pop",2016,0,0.356,0.777,0.627,0,0.0956,0.0792,100.054,0.444,7,1,214480
"3762",3762,"Sia","Never Give Up (From ""Lion"" Soundtrack)","Never Give Up","pop",2016,66,0.00497,0.568,0.936,0.0138,0.12,0.053,91.009,0.605,6,0,221987
"3763",3763,"Selena Gomez & The Scene","For You","Love You Like A Love Song","pop",2014,0,0.0638,0.856,0.674,0,0.0726,0.0513,116.991,0.874,1,0,188453
"3764",3764,"Zedd","True Colors","I Want You To Know","pop",2015,0,0.00537,0.58,0.846,6.62e-06,0.145,0.0573,129.998,0.366,9,0,239999
"3765",3765,"Jessie J","Who You Are (Platinum Edition)","Price Tag","pop",2011,74,0.0294,0.636,0.831,3.85e-06,0.272,0.182,175.015,0.668,5,1,223053
"3766",3766,"Kygo","First Time","First Time","pop",2017,66,0.197,0.633,0.592,0,0.099,0.112,90.066,0.679,0,0,193511
"3767",3767,"Eva Simons","Policeman","Policeman - Radio Edit","pop",2015,0,0.0515,0.643,0.955,1.13e-06,0.328,0.134,104.709,0.881,6,1,194400
"3768",3768,"Dimitri Vegas & Like Mike","Hey Baby","Hey Baby","pop",2016,0,0.0185,0.601,0.877,0,0.246,0.132,179.965,0.855,6,0,191213
"3769",3769,"Bebe Rexha","I Got You","I Got You","pop",2016,55,0.0504,0.609,0.887,4.76e-06,0.09,0.0507,97.99,0.316,9,0,191812
"3770",3770,"Luis Fonsi","Despacito Feat. Justin Bieber (Remix)","Despacito - Remix","pop",2017,2,0.229,0.694,0.815,0,0.0924,0.12,88.931,0.813,2,1,228827
"3771",3771,"Katy Perry","PRISM (Deluxe)","Roar","pop",2013,74,0.00487,0.554,0.772,6.6e-06,0.354,0.0418,179.984,0.455,7,0,223546
"3772",3772,"Katy Perry","Katy Perry - Teenage Dream: The Complete Confection","E.T.","pop",2012,67,0.0213,0.603,0.872,0,0.366,0.0792,150.104,0.691,5,0,206373
"3773",3773,"OneRepublic","No Vacancy","No Vacancy","pop",2017,0,0.0571,0.71,0.73,0,0.139,0.0607,99.986,0.48,5,1,223190
"3774",3774,"Major Lazer","Know No Better","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","pop",2017,0,0.132,0.738,0.814,9.64e-06,0.126,0.0999,119.041,0.483,7,0,225850
"3775",3775,"Fifth Harmony","7/27 (Deluxe)","All In My Head (Flex) (feat. Fetty Wap)","pop",2016,64,0.023,0.689,0.791,0,0.0526,0.053,95.04,0.755,0,0,210573
"3776",3776,"Alan Walker","Sing Me to Sleep","Sing Me to Sleep","pop",2016,57,0.0125,0.491,0.607,1.52e-06,0.289,0.0668,176.112,0.166,4,0,189333
"3777",3777,"Justin Timberlake","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","pop",2016,77,0.0123,0.666,0.83,0,0.191,0.0751,113.03,0.702,0,1,236002
"3778",3778,"Alan Walker","Alone","Alone","pop",2016,65,0.186,0.676,0.929,0.000405,0.121,0.0458,97.019,0.157,10,1,161200
"3779",3779,"The Weeknd","Starboy","Starboy","pop",2016,1,0.165,0.681,0.594,3.49e-06,0.134,0.282,186.054,0.535,7,1,230453
"3780",3780,"Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","pop",2017,76,0.075,0.696,0.817,0,0.187,0.109,98.064,0.782,1,1,216409
"3781",3781,"Major Lazer","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","pop",2017,0,0.105,0.803,0.743,2.12e-06,0.099,0.0681,108.005,0.674,1,0,203180
"3782",3782,"David Guetta","2U (feat. Justin Bieber)","2U (feat. Justin Bieber)","pop",2017,69,0.219,0.548,0.65,0,0.225,0.0591,144.937,0.557,8,0,194897
"3783",3783,"G-Eazy","Good Life (with G-Eazy & Kehlani)","Good Life (with G-Eazy & Kehlani)","pop",2017,64,0.00638,0.572,0.778,0,0.0563,0.233,168.073,0.54,1,1,225520
"3784",3784,"Shawn Mendes","Illuminate (Deluxe)","There's Nothing Holdin' Me Back","pop",2017,1,0.381,0.857,0.8,0,0.0913,0.0583,121.996,0.966,2,1,199440
"3785",3785,"Bruno Mars","Versace On The Floor (Bruno Mars vs. David Guetta)","Versace on the Floor (Bruno Mars vs. David Guetta)","pop",2017,63,0.108,0.747,0.701,0,0.0712,0.0429,100.012,0.589,2,1,228300
"3786",3786,"Capital Cities","Safe And Sound","Safe And Sound","pop",2013,0,0.000189,0.652,0.783,0.0173,0.0889,0.0309,117.952,0.836,0,1,192693
"3787",3787,"Drake","Views","Too Good","pop",2016,1,0.0573,0.804,0.648,3.49e-05,0.102,0.117,117.983,0.392,7,1,263373
"3788",3788,"Willy William","Voodoo Song (Radio Edit)","Voodoo Song - Radio Edit","pop",2017,45,0.0544,0.614,0.722,0,0.139,0.219,103.885,0.26,11,0,195858
"3789",3789,"Imagine Dragons","Evolve","Whatever It Takes","pop",2017,0,0.0429,0.675,0.649,0,0.128,0.0315,134.955,0.537,1,1,201240
"3790",3790,"AlunaGeorge","I'm In Control","I'm In Control","pop",2016,0,0.355,0.734,0.847,0.000144,0.154,0.0346,104.013,0.673,11,0,209425
"3791",3791,"Maroon 5","What Lovers Do (feat. SZA)","What Lovers Do (feat. SZA)","pop",2017,0,0.0767,0.795,0.608,2.92e-06,0.0853,0.0694,110.001,0.386,5,0,199849
"3792",3792,"Stefflon Don","Hurtin' Me","Hurtin' Me","pop",2017,0,0.0893,0.539,0.801,4.05e-05,0.152,0.167,203.681,0.816,0,1,212815
"3793",3793,"Sean Paul","No Lie","No Lie","pop",2016,0,0.046,0.743,0.892,0,0.257,0.128,102.019,0.472,7,1,221176
"3794",3794,"Sak Noel","Trumpets (feat. Sean Paul)","Trumpets (feat. Sean Paul)","pop",2016,44,0.00279,0.555,0.746,0.000109,0.0418,0.298,199.767,0.368,9,1,206400
"3795",3795,"DJ Snake","Let Me Love You (Sean Paul Remix)","Let Me Love You - Sean Paul Remix","pop",2016,0,0.0208,0.593,0.706,1.83e-06,0.181,0.0744,99.635,0.121,8,1,215560
"3796",3796,"Edward Maya","Stereo Love","Stereo Love - Radio Edit","pop",2010,65,0.0346,0.799,0.783,0.0186,0.0757,0.0322,127.041,0.586,1,0,184573
"3797",3797,"Taylor Swift","1989","Shake It Off","pop",2014,1,0.0561,0.648,0.785,0,0.148,0.165,160.02,0.943,7,1,219200
"3798",3798,"Lady Gaga","The Fame Monster (International Deluxe)","Poker Face","pop",2009,0,0.12,0.851,0.806,1.39e-06,0.122,0.0788,119.002,0.775,4,1,237200
"3799",3799,"Sia","Chandelier","Chandelier","pop",2014,51,0.0163,0.286,0.784,6.48e-05,0.0713,0.0749,173.793,0.618,1,1,216120
"3800",3800,"DJ Snake","A Different Way (with Lauv)","A Different Way (with Lauv)","pop",2017,1,0.534,0.781,0.765,0,0.152,0.0385,104.987,0.564,8,1,198286
"3801",3801,"Bruno Mars","Unorthodox Jukebox","Locked out of Heaven","pop",2012,84,0.049,0.726,0.698,0,0.309,0.0431,143.994,0.867,5,1,233478
"3802",3802,"Bruno Mars","24K Magic","That's What I Like","pop",2016,82,0.013,0.853,0.56,0,0.0944,0.0406,134.066,0.86,1,1,206693
"3803",3803,"Katy Perry","PRISM (Deluxe)","Dark Horse","pop",2013,76,0.00314,0.645,0.585,0,0.165,0.0513,131.931,0.353,6,1,215672
"3804",3804,"Desiigner","New English","Panda","pop",2016,0,0.028,0.576,0.766,1.68e-06,0.366,0.449,144.833,0.236,10,0,246761
"3805",3805,"Lana Del Rey","Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix)","Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix","pop",2013,0,0.0138,0.567,0.813,9.03e-06,0.125,0.0581,126.044,0.114,1,0,214912
"3806",3806,"Dua Lipa","Dua Lipa (Deluxe)","New Rules","pop",2017,80,0.00261,0.762,0.7,1.56e-05,0.153,0.0694,116.073,0.608,9,0,209320
"3807",3807,"Calvin Harris","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","pop",2017,62,0.0642,0.893,0.745,0,0.0943,0.0571,101.018,0.872,11,0,223413
"3808",3808,"Jonas Blue","Mama","Mama","pop",2017,1,0.113,0.741,0.79,0,0.0542,0.0469,104.043,0.528,11,0,184134
"3809",3809,"Gryffin","Nobody Compares To You","Nobody Compares To You","pop",2017,0,0.216,0.584,0.739,0,0.188,0.0435,104.884,0.351,2,1,231383
"3810",3810,"Major Lazer","Major Lazer Presents: Give Me Future (Music From & Inspired by the Film)","Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)","pop",2017,0,0.0265,0.678,0.735,2.19e-05,0.235,0.0488,100.001,0.386,8,1,204655
"3811",3811,"Pitbull","Options (feat. Stephen Marley)","Options (feat. Stephen Marley)","pop",2017,52,0.0553,0.675,0.578,0,0.302,0.233,69.399,0.514,9,1,239760
"3812",3812,"Maroon 5","Red Pill Blues (Deluxe)","What Lovers Do (feat. SZA)","pop",2017,1,0.0786,0.795,0.615,2.98e-06,0.0855,0.0671,110.009,0.393,5,0,199849
"3813",3813,"Foster The People","Torches","Pumped Up Kicks","pop",2011,84,0.145,0.733,0.71,0.115,0.0956,0.0292,127.975,0.965,5,0,239600
